Programme,p2_mu,p2_sigma,p3_mu,p3_sigma,N_3_max,eNPV,p_3eSS,assurance,N2,upto_p2_cost,p3_cost,total_cost
AC,23,41,27.599999999999998,46.38620484583752,259,412956.46724789066,259,0.6469383047513834,164.0,142220.0,139244,298464.0
AC,23,41,27.599999999999998,46.38620484583752,255,413922.83888185513,255,0.6463039084509572,164.0,142220.0,137580,296800.0
AC,23,41,27.599999999999998,46.38620484583752,251,414872.15753674903,251,0.6456540048297851,164.0,142220.0,135916,295136.0
AC,23,41,27.599999999999998,46.38620484583752,247,415803.72481790837,247,0.6449879587947247,164.0,142220.0,134252,293472.0
AC,23,41,27.599999999999998,46.38620484583752,243,416716.8018846079,243,0.6443050984725475,164.0,142220.0,132588,291808.0
AC,23,41,27.599999999999998,46.38620484583752,239,417610.6064013316,239,0.6436047124375414,164.0,142220.0,130924,290144.0
AC,23,41,27.599999999999998,46.38620484583752,235,418484.30920432264,235,0.6428860466802002,164.0,142220.0,129260,288480.0
AC,23,41,27.599999999999998,46.38620484583752,231,419337.03065153083,231,0.6421483012880067,164.0,142220.0,127596,286816.0
AC,23,41,27.599999999999998,46.38620484583752,227,420167.8366198846,227,0.6413906268055063,164.0,142220.0,125932,285152.0
AH,26,45,31.2,50.91168824543143,241,457031.1919298292,241,0.6505333480167352,140.0,139400.0,140040,297440.0
AH,26,45,31.2,50.91168824543143,237,457973.07272598555,237,0.6498279349665804,140.0,139400.0,138280,295680.0
AH,26,45,31.2,50.91168824543143,233,458893.38264555845,233,0.6491039226979085,140.0,139400.0,136520,293920.0
AH,26,45,31.2,50.91168824543143,229,459791.1683116474,229,0.6483604891734124,140.0,139400.0,134760,292160.0
AH,26,45,31.2,50.91168824543143,225,460665.4167119531,225,0.6475967609359082,140.0,139400.0,133000,290400.0
AH,26,45,31.2,50.91168824543143,221,461515.0503385847,221,0.6468118089176947,140.0,139400.0,131240,288640.0
AH,26,45,31.2,50.91168824543143,217,462338.9218365599,217,0.6460046438262903,140.0,139400.0,129480,286880.0
AH,26,45,31.2,50.91168824543143,213,463135.80810137535,213,0.6451742110551358,140.0,139400.0,127720,285120.0
AH,26,45,31.2,50.91168824543143,209,463904.40375752945,209,0.6443193850605332,140.0,139400.0,125960,283360.0
AH,26,45,31.2,50.91168824543143,205,464643.31393999676,205,0.6434389631375619,140.0,139400.0,124200,281600.0
AH,26,45,31.2,50.91168824543143,201,465351.0462891236,201,0.6425316585177774,140.0,139400.0,122440,279840.0
AH,26,45,31.2,50.91168824543143,197,466026.0020559002,197,0.641596092699844,140.0,139400.0,120680,278080.0
AH,26,45,31.2,50.91168824543143,193,466666.46619871515,193,0.6406307869105845,140.0,139400.0,118920,276320.0
